bundle,spm,ok,durationSec,measuredSpm,measuredWpm,derivedBaseSpm,sttScore,elapsedMs,error,url
AZ-Sara-Friendly,250,True,3.312,416.7,326.1,153.3,,692,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/77b73aae-b5e5-4328-834b-47067a10c257.mp3
AZ-Jenny-Cheerful,base,True,5.436,253.9,198.7,,,500,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/1301b39e-bec5-4ab8-a41a-923eb93dc996.mp3
AZ-Jenny-Cheerful,163,True,5.184,266.2,208.3,155.4,,496,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/ab161f70-6707-4de6-8f7c-8f3e100762fb.mp3
AZ-Jenny-Cheerful,90,True,9.324,148.0,115.8,154.4,,559,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/52a9bdef-4eb1-412b-96f3-10b7b1593a87.mp3
AZ-Jenny-Cheerful,110,True,7.632,180.8,141.5,154.4,,643,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/71b5e841-b032-4c89-83bb-fd56e4440497.mp3
AZ-Jenny-Cheerful,130,True,6.48,213.0,166.7,155.0,,512,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/a14883c3-33a5-489c-8424-88eecce4436e.mp3
AZ-Jenny-Cheerful,145,True,5.796,238.1,186.3,154.6,,527,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/896bc25b-b4e4-413f-b203-99ab433f5f0e.mp3
AZ-Jenny-Cheerful,180,True,4.68,294.9,230.8,155.0,,538,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/5f27ac97-84db-4361-9ccf-32aaa8163fc4.mp3
AZ-Jenny-Cheerful,195,True,4.356,316.8,247.9,156.3,,675,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/52751b7a-0268-459e-b539-9d5f2e820eeb.mp3
AZ-Jenny-Cheerful,220,True,3.852,358.3,280.4,155.9,,588,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/829a4e15-08fd-4cd9-9e91-3426b9bf7971.mp3
AZ-Jenny-Cheerful,250,True,3.384,407.8,319.1,155.6,,487,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/bf44519e-093b-495b-9e64-0fac6fdc2a5d.mp3
TC-Harper-Default,base,False,,,,,,50,Voice profile not found for bundleName: TC-Harper-Default,
TC-Harper-Default,163,False,,,,,,52,Voice profile not found for bundleName: TC-Harper-Default,
GEMINI-Sulafat-Default,base,True,7.944,173.7,136.0,,,7269,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e9b855b3-2180-469d-8ff1-28680c21f70a.mp3
GEMINI-Sulafat-Default,163,True,7.872,175.3,137.2,161.5,,7260,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/d75aa76b-90e9-429b-bf79-f8b874b56546.mp3
GEMINI-Sulafat-Default,90,True,11.304,122.1,95.5,128.1,,6778,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/0f78bedd-e7f0-46f9-9c62-4d5e5507891d.mp3
GEMINI-Sulafat-Default,110,True,12.264,112.5,88.1,169.8,,7966,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/345b7977-75a9-47f7-b0ba-2f8124b0f268.mp3
GEMINI-Sulafat-Default,130,True,8.592,160.6,125.7,140.6,,6723,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/258bb5a3-d37b-491d-9bc1-e02188e8e692.mp3
GEMINI-Sulafat-Default,145,True,9.288,148.6,116.3,169.5,,7625,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/5914e52f-ddad-4da0-9610-b24f55b11bc6.mp3
GEMINI-Sulafat-Default,180,True,6.312,218.6,171.1,143.0,,7185,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e005ae33-eead-4135-9aee-d2fd6e83ae92.mp3
GEMINI-Sulafat-Default,195,True,5.808,237.6,186.0,142.6,,6662,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/1b39bb78-ef86-408c-8528-9f862d32f2a7.mp3
GEMINI-Sulafat-Default,220,True,5.112,270.0,211.3,141.6,,6506,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/a8c8ef62-2f7b-4fc9-b1bd-b2e41ba7e50f.mp3
GEMINI-Sulafat-Default,250,True,4.104,336.3,263.2,129.2,,6311,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/446d128d-affd-4c84-923b-d735b1958572.mp3
GEMINI-Sulafat-Cheerful,base,True,7.104,194.3,152.0,,,6958,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/f3c270ca-ca68-49e3-9c9f-6cb4f7236531.mp3
GEMINI-Sulafat-Cheerful,163,True,6.84,201.8,157.9,156.9,,6678,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/894b7cd1-4c6f-43e3-bee6-abf8469c6b67.mp3
GEMINI-Sulafat-Cheerful,90,True,14.28,96.6,75.6,180.9,,7502,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/7172164b-c47d-4abd-abc9-a25bc98a04dd.mp3
GEMINI-Sulafat-Cheerful,110,True,10.272,134.3,105.1,159.1,,6402,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/1b7eb7fa-4b65-4837-8cc7-d11d5e630e55.mp3
GEMINI-Sulafat-Cheerful,130,True,8.856,155.8,122.0,162.1,,6686,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/81bb5cda-2781-4974-bb7f-bcadf798350f.mp3
GEMINI-Sulafat-Cheerful,145,True,8.16,169.1,132.4,166.6,,7200,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/9c161db4-b988-4d55-a623-1fe61032126d.mp3
GEMINI-Sulafat-Cheerful,180,True,6.144,224.6,175.8,155.7,,8037,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/959ea0dc-ffe9-497b-b290-50e1f4e0a568.mp3
GEMINI-Sulafat-Cheerful,195,True,5.928,232.8,182.2,162.7,,7141,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/222a6f51-d5dd-4efe-b821-a105d17465ae.mp3
GEMINI-Sulafat-Cheerful,220,True,5.4,255.6,200.0,167.2,,7295,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e40ee5ad-88d8-434e-99c8-47b766e1c94d.mp3
GEMINI-Sulafat-Cheerful,250,True,5.352,257.8,201.8,188.3,,7233,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e30db7a5-3a0c-4a07-b504-42f782b3ca8e.mp3
GEMINI-Sulafat-Gentle,base,True,7.152,193.0,151.0,,,6980,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e72d551c-6a6c-4a6f-8f7f-de49f9240d46.mp3
GEMINI-Sulafat-Gentle,163,True,10.632,129.8,101.6,242.3,,10143,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/27b5dfa7-136e-4ba7-ad67-cbf52416d6f4.mp3
GEMINI-Sulafat-Gentle,90,True,14.928,92.4,72.3,187.9,,7864,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/187ea641-8fce-4cce-aa72-f4d3b84111e7.mp3
GEMINI-Sulafat-Gentle,110,True,10.944,126.1,98.7,168.3,,7375,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/7ce1b02f-f1e1-478e-9385-8446c612ef0b.mp3
GEMINI-Sulafat-Gentle,130,True,10.272,134.3,105.1,186.7,,7778,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/4cd1f419-6f48-409a-b787-5814f9031fe6.mp3
GEMINI-Sulafat-Gentle,145,True,11.472,120.3,94.1,232.6,,10107,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/36e9aa26-176d-4a67-964e-f290f728a089.mp3
GEMINI-Sulafat-Gentle,180,True,6.888,200.3,156.8,173.4,,7576,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/1c98f13c-2622-4632-b4ef-2187bead6f6a.mp3
GEMINI-Sulafat-Gentle,195,True,6.6,209.1,163.6,179.9,,8507,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/faf877fa-d0ae-4054-b721-765868081d94.mp3
GEMINI-Sulafat-Gentle,220,True,5.136,268.7,210.3,158.0,,6937,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/65138105-930e-4d45-9744-4d5f4df589bc.mp3
GEMINI-Sulafat-Gentle,250,True,5.352,257.8,201.8,187.1,,7680,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/7a6e458c-1eea-42ea-8fac-48c075c3e40a.mp3
CHIRP-Zephyr-Default,base,True,5.136,268.7,210.3,,,1101,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/cbaf1e46-4838-44fa-ab40-08c33baee3ec.mp3
CHIRP-Zephyr-Default,163,True,6.864,201.0,157.3,217.8,,1210,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/8da65b85-2eee-434e-872c-3ba639677121.mp3
CHIRP-Zephyr-Default,90,True,12.336,111.9,87.5,216.2,,1266,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/1a87eb81-2e16-463f-85e9-1a6f219779e6.mp3
CHIRP-Zephyr-Default,110,True,10.92,126.4,98.9,233.9,,1454,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/1bb8a9d6-bc19-4753-ba31-ed3878e7e322.mp3
CHIRP-Zephyr-Default,130,True,8.568,161.1,126.1,216.9,,1302,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/b3801485-e637-4c01-b3d9-3994f7c63214.mp3
CHIRP-Zephyr-Default,145,True,7.68,179.7,140.6,216.8,,1233,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/f22f503f-9352-4c43-afbe-b339967b7ce3.mp3
CHIRP-Zephyr-Default,180,True,6.696,206.1,161.3,234.7,,1206,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e195970a-587e-40eb-9ffe-fc55635f97d3.mp3
CHIRP-Zephyr-Default,195,True,5.712,241.6,189.1,216.9,,1120,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/d2cd30b0-05ae-4020-922d-c820c3abc5dd.mp3
CHIRP-Zephyr-Default,220,True,5.664,243.6,190.7,242.6,,1221,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/7728d98d-1732-431b-aa87-fe3715c30795.mp3
CHIRP-Zephyr-Default,250,True,4.464,309.1,241.9,217.3,,1218,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/520e3bde-a113-4138-9de7-f0a6276754cb.mp3
AZ-Sonia-Cheerful,base,True,5.364,257.3,201.3,,,743,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/203443c6-8e27-42db-8b70-d9c454d377b2.mp3
AZ-Sonia-Cheerful,163,True,6.264,220.3,172.4,190.3,,546,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e498616f-19da-484a-ac7c-52352059d8d6.mp3
AZ-Sonia-Cheerful,90,True,10.656,129.5,101.4,178.8,,630,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e9a776b1-37dc-4530-9dcf-1cb9ff997587.mp3
AZ-Sonia-Cheerful,110,True,9.252,149.2,116.7,189.7,,607,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/3e667c44-5f26-41b9-91be-415b2e9a5425.mp3
AZ-Sonia-Cheerful,130,True,7.848,175.8,137.6,190.2,,572,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/2dcc6994-708b-422e-b7d8-397815abbc2a.mp3
AZ-Sonia-Cheerful,145,True,7.02,196.6,153.8,189.8,,751,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/9d8ba9b4-7381-42ef-aaf8-3898c9d2aa63.mp3
AZ-Sonia-Cheerful,180,True,5.688,242.6,189.9,190.9,,696,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/09f349fd-2c87-495e-a95e-d51686cac895.mp3
AZ-Sonia-Cheerful,195,True,5.256,262.6,205.5,191.1,,536,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/5a2de171-0408-4a51-9e0d-495d0662a46d.mp3
AZ-Sonia-Cheerful,220,True,4.644,297.2,232.6,190.5,,664,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/1de675aa-d661-4222-9373-4efd53ebf86f.mp3
AZ-Sonia-Cheerful,250,True,4.104,336.3,263.2,191.3,,555,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/45171c24-0aa8-4fbd-a247-b1c17976c322.mp3
AZ-Nancy-Default,base,True,5.364,257.3,201.3,,,513,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/924fcbde-7e88-4801-98eb-81fae180b9e6.mp3
AZ-Nancy-Default,163,True,4.896,281.9,220.6,148.8,,608,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/0ea415c1-caad-4469-839b-68e67cd69fdb.mp3
AZ-Nancy-Default,90,True,8.784,157.1,123.0,147.4,,614,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/1b045094-0c20-44c2-aa1d-cf0fc8d75cdc.mp3
AZ-Nancy-Default,110,True,7.2,191.7,150.0,147.7,,840,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/72f13708-b181-4c80-bdad-d2a1b094b02e.mp3
AZ-Nancy-Default,130,True,6.12,225.5,176.5,148.3,,442,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/7b1e4577-ec13-4cb4-a525-2de60aff565f.mp3
AZ-Nancy-Default,145,True,5.472,252.2,197.4,147.9,,456,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/714b9608-540f-4ac4-a2c4-ce628eec9a12.mp3
AZ-Nancy-Default,180,True,4.428,311.7,243.9,148.6,,674,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/a097aa04-4d12-4784-bba4-f0cdf7d96653.mp3
AZ-Nancy-Default,195,True,4.104,336.3,263.2,149.2,,611,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/849eb9dc-a2eb-45fe-9db6-3705d0709205.mp3
AZ-Nancy-Default,220,True,3.636,379.5,297.0,149.1,,617,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/23227c34-656d-4c35-bf3c-869e0f7c0e14.mp3
AZ-Nancy-Default,250,True,3.204,430.7,337.1,149.3,,537,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/4cc284af-c4b6-40fb-9f15-8f0cd9df01b8.mp3
AZ-Hollie-Default,base,True,5.652,244.2,191.1,,,1385,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/305b9484-4074-475b-b6f1-6b425843be35.mp3
AZ-Hollie-Default,163,True,5.436,253.9,198.7,156.8,,1960,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/dc674afb-8e88-4bc3-b981-5ec2eea2c58d.mp3
AZ-Hollie-Default,90,True,9.792,140.9,110.3,155.9,,861,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/96b33f87-177d-4575-a863-64430504e11f.mp3
AZ-Hollie-Default,110,True,8.028,171.9,134.5,156.2,,781,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/d0b1ba97-a80a-4eaa-87d7-b049983806be.mp3
AZ-Hollie-Default,130,True,6.804,202.8,158.7,156.5,,627,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/188afde4-f5c6-4f7e-b43c-2294e65c3cc0.mp3
AZ-Hollie-Default,145,True,6.12,225.5,176.5,157.0,,774,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/700115ee-cbd2-4cc5-8698-91067895f40c.mp3
AZ-Hollie-Default,180,True,4.932,279.8,219.0,157.1,,681,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/375440c4-c01c-4ab3-9007-bbb109e53dc7.mp3
AZ-Hollie-Default,195,True,4.572,301.8,236.2,157.7,,673,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/ddef1c64-2f11-4f96-804f-049e2b22e7f8.mp3
AZ-Hollie-Default,220,True,4.068,339.2,265.5,158.3,,649,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/cdc67527-419d-44db-9292-02131e3c8ce9.mp3
AZ-Hollie-Default,250,True,3.564,387.2,303.0,157.6,,656,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/b81af21d-260d-4411-9b00-d3d1840f3657.mp3
